response_id,task,duration,offer,outcome,price,rtb,social_proof,answer
R_1FlkcKmROkhsUP3,1,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,cognitive behavioral therapy,professional athletes,2
R_1FlkcKmROkhsUP3,10,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",scientific evidence,2
R_1FlkcKmROkhsUP3,11,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,the support of a community of people just like you,leading researchers,3
R_1FlkcKmROkhsUP3,12,3 months,improve your sleep sustainably,breaking bad habits and creating new routines,$30/month,daily text messages from a coach,scientific evidence,1
R_1FlkcKmROkhsUP3,2,12 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,a program created just for you,leading researchers,3
R_1FlkcKmROkhsUP3,3,3 months,improve your health for the long-run,changing your sleep mindset,$20/month,"unique daily games, challenges and exercises",leading researchers,3
R_1FlkcKmROkhsUP3,4,6 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,"personalized, human coaching",a method that has helped thousands,3
R_1FlkcKmROkhsUP3,5,12 months,help you sleep without more pills,changing your sleep mindset,$30/month,a program created just for you,scientific evidence,4
R_1FlkcKmROkhsUP3,6,12 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,daily text messages from a coach,leading researchers,1
R_1FlkcKmROkhsUP3,7,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,"unique daily games, challenges and exercises",leading researchers,3
R_1FlkcKmROkhsUP3,8,12 months,help you lead a better life,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",scientific evidence,3
R_1FlkcKmROkhsUP3,9,3 months,help you lead a better life,changing your sleep mindset,$20/month,"personalized, human coaching",professional athletes,3
R_1FOPk0aLUEJPlPr,1,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,the support of a community of people just like you,a method that has helped thousands,4
R_1FOPk0aLUEJPlPr,10,12 months,help you lead a better life,changing your sleep mindset,$30/month,a program created just for you,leading researchers,4
R_1FOPk0aLUEJPlPr,11,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,daily text messages from a coach,a method that has helped thousands,3
R_1FOPk0aLUEJPlPr,12,12 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",leading researchers,4
R_1FOPk0aLUEJPlPr,2,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,a method that has helped thousands,4
R_1FOPk0aLUEJPlPr,3,12 months,help you lead a better life,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",leading researchers,3
R_1FOPk0aLUEJPlPr,4,12 months,improve your health for the long-run,breaking bad habits and creating new routines,$30/month,cognitive behavioral therapy,professional athletes,4
R_1FOPk0aLUEJPlPr,5,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,daily text messages from a coach,leading researchers,3
R_1FOPk0aLUEJPlPr,6,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,"unique daily games, challenges and exercises",professional athletes,3
R_1FOPk0aLUEJPlPr,7,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,a method that has helped thousands,4
R_1FOPk0aLUEJPlPr,8,6 months,improve your sleep sustainably,changing your sleep mindset,$20/month,"personalized, human coaching",a method that has helped thousands,4
R_1FOPk0aLUEJPlPr,9,3 months,improve your health for the long-run,changing your sleep mindset,$40/month,a program created just for you,leading researchers,4
R_1FPbJI2uv4T7wuc,1,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,professional athletes,1
R_1FPbJI2uv4T7wuc,10,12 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",a method that has helped thousands,1
R_1FPbJI2uv4T7wuc,11,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,a program created just for you,leading researchers,2
R_1FPbJI2uv4T7wuc,12,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,a program created just for you,scientific evidence,3
R_1FPbJI2uv4T7wuc,2,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",leading researchers,1
R_1FPbJI2uv4T7wuc,3,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,a method that has helped thousands,1
R_1FPbJI2uv4T7wuc,4,6 months,help you sleep without more pills,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",scientific evidence,2
R_1FPbJI2uv4T7wuc,5,3 months,help you sleep without more pills,changing your sleep mindset,$30/month,the support of a community of people just like you,professional athletes,1
R_1FPbJI2uv4T7wuc,6,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,"personalized, human coaching",a method that has helped thousands,2
R_1FPbJI2uv4T7wuc,7,6 months,help you sleep without more pills,changing your sleep mindset,$40/month,"unique daily games, challenges and exercises",a method that has helped thousands,2
R_1FPbJI2uv4T7wuc,8,6 months,improve your sleep sustainably,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,scientific evidence,1
R_1FPbJI2uv4T7wuc,9,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",professional athletes,1
R_1FS7eMQri06GoJr,1,6 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,professional athletes,2
R_1FS7eMQri06GoJr,10,3 months,help you lead a better life,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",a method that has helped thousands,1
R_1FS7eMQri06GoJr,11,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",leading researchers,1
R_1FS7eMQri06GoJr,12,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,daily text messages from a coach,a method that has helped thousands,2
R_1FS7eMQri06GoJr,2,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,a program created just for you,leading researchers,2
R_1FS7eMQri06GoJr,3,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,a program created just for you,professional athletes,1
R_1FS7eMQri06GoJr,4,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,a program created just for you,scientific evidence,2
R_1FS7eMQri06GoJr,5,3 months,improve your health for the long-run,changing your sleep mindset,$30/month,the support of a community of people just like you,professional athletes,1
R_1FS7eMQri06GoJr,6,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,daily text messages from a coach,scientific evidence,2
R_1FS7eMQri06GoJr,7,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,the support of a community of people just like you,a method that has helped thousands,1
R_1FS7eMQri06GoJr,8,12 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,the support of a community of people just like you,a method that has helped thousands,1
R_1FS7eMQri06GoJr,9,6 months,help you lead a better life,changing your sleep mindset,$20/month,daily text messages from a coach,professional athletes,2
R_1fZqatVXou8hTWI,1,12 months,improve your health for the long-run,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",scientific evidence,2
R_1fZqatVXou8hTWI,10,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,professional athletes,1
R_1fZqatVXou8hTWI,11,6 months,help you lead a better life,breaking bad habits and creating new routines,$40/month,cognitive behavioral therapy,scientific evidence,2
R_1fZqatVXou8hTWI,12,6 months,improve your health for the long-run,changing your sleep mindset,$20/month,daily text messages from a coach,leading researchers,2
R_1fZqatVXou8hTWI,2,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,cognitive behavioral therapy,professional athletes,2
R_1fZqatVXou8hTWI,3,3 months,improve your sleep sustainably,changing your sleep mindset,$30/month,cognitive behavioral therapy,a method that has helped thousands,1
R_1fZqatVXou8hTWI,4,3 months,help you lead a better life,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",leading researchers,2
R_1fZqatVXou8hTWI,5,3 months,help you lead a better life,empowering you to take back your sleep habits,$20/month,"unique daily games, challenges and exercises",a method that has helped thousands,2
R_1fZqatVXou8hTWI,6,3 months,improve your sleep sustainably,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",professional athletes,1
R_1fZqatVXou8hTWI,7,12 months,improve your sleep sustainably,changing your sleep mindset,$40/month,a program created just for you,scientific evidence,2
