response_id,d_urban,s_gender,s_race,d_education,s_hhincome,s_problem,m1_philosophy_1,m1_philosophy_2,m1_philosophy_3,m1_philosophy_4,m1_philosophy_5,m1_philosophy_6,m1_philosophy_7,m1_philosophy_8,m1_philosophy_9,m2_attitudes_1,m2_attitudes_2,m2_attitudes_3,m2_attitudes_4,m2_attitudes_5,m2_attitudes_6,m2_attitudes_7,m2_attitudes_8,m2_attitudes_9,m2_attitudes_10,m2_attitudes_11,m2_awareness_apps_1,m2_awareness_apps_4,m2_awareness_apps_5,m2_awareness_apps_6,m2_awareness_apps_7,m2_awareness_apps_8,m2_awareness_apps_9,m2_awareness_apps_10,m2_awareness_apps_11,m2_awareness_apps_12,m2_awareness_apps_13,m2_awareness_apps_14,hours,source_1,source_4,source_5,source_6,source_7,source_8,source_9,source_10,source_11,source_12,source_13,source_14,source_15,source_16,source_17,behavior_1,behavior_4,behavior_5,behavior_6,behavior_7,behavior_8,behavior_9,behavior_10,behavior_11,behavior_12,behavior_13,behavior_14,behavior_15,behavior_16,behavior_a_1,behavior_a_2,behavior_a_3,behavior_a_4,behavior_a_5,behavior_a_6,behavior_a_7,behavior_a_8,behavior_a_9,behavior_a_10,behavior_a_11,behavior_a_12,behavior_a_13,behavior_a_14,interst_cbt,past_coach,interest_coach,d_marital,d_h_hnumber,d_parent,d_child_infant,d_child_young,d_child_older,d_politics,d_political_view,d_employment,d_work_schedule,d_work_hours,s_region,s_age,weights
R_3sIRXusiK25167v,2,2,5,5,2,3,5,3,3,4,4,2,4,5,3,5,5,4,3,4,4,5,4,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,1,2,NA,NA,NA,1,1,5,NA,NA,NORTHEAST,65+,0.5512029183589965
R_2Wxu2RSvl3viXBh,3,2,5,8,3,3,2,4,3,2,4,2,4,2,4,4,4,4,2,2,2,2,4,4,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,1,2,2,NA,NA,NA,5,5,5,NA,NA,SOUTH,46-64,1.3920999141511539
R_2nM1g2O3h4heYnf,2,1,5,8,4,3,5,1,5,5,2,3,3,1,5,5,3,1,2,3,5,5,5,5,5,2,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,1,2,2,NA,NA,NA,1,1,5,NA,NA,SOUTH,65+,1.1290649787980505
R_0ezucdFLFLIYzK1,2,1,5,9,4,3,4,1,4,5,3,5,5,4,5,5,3,3,2,3,4,4,4,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,3,1,2,2,NA,NA,NA,3,3,5,NA,NA,SOUTH,65+,1.1290649787980505
R_12x1RrEq5PLHIWb,2,2,5,4,3,3,5,1,4,3,3,2,3,3,4,5,4,3,2,2,4,4,4,4,2,3,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,2,2,NA,NA,3,NA,NA,NA,NA,4,2,5,4,1,2,NA,NA,NA,3,3,5,NA,NA,SOUTH,65+,1.0032782038430852
R_rkguywSyXi9j1gl,2,2,5,6,3,1,4,2,4,3,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,1,2,2,NA,NA,NA,4,4,5,NA,NA,SOUTH,65+,1.0032782038430852
R_2sZvhPhK4n5wd6M,3,1,5,9,4,3,5,1,4,5,1,2,4,5,5,4,4,2,2,3,4,4,4,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,2,2,NA,NA,NA,3,4,2,1,2,SOUTH,65+,1.1290649787980505
R_9HT2Bu4KgXDoiwp,1,1,5,5,3,3,5,2,4,5,3,2,5,4,4,5,4,4,2,4,5,5,4,5,5,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,5,2,2,NA,NA,NA,1,1,5,NA,NA,WEST,65+,0.8729060154708477
R_3kGuoj2v6tuebyo,3,1,5,2,3,3,3,4,3,2,3,1,2,4,3,5,5,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,2,2,NA,NA,NA,4,4,5,NA,NA,SOUTH,65+,1.2652478074058267
R_24NsgfyhLiv5cC3,2,1,5,6,3,3,5,1,3,5,3,3,5,5,4,5,5,5,2,4,4,5,4,3,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,2,2,1,2,2,NA,NA,NA,2,2,5,NA,NA,NORTHEAST,65+,0.8005364611669772
R_1mF4cHwFcdaLixP,2,2,5,6,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,2,1,2,1,2,4,4,1,1,2,SOUTH,46-64,1.3920999141511539
R_31toyGIaOS4SPsx,2,2,5,4,3,2,3,4,3,4,3,4,3,4,4,4,4,3,2,3,3,3,3,3,4,3,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,3,2,NA,NA,NA,5,4,5,NA,NA,SOUTH,65+,1.0032782038430852
R_3CVZXkgjTghJEop,3,2,5,6,3,3,3,1,4,5,2,4,4,5,5,5,5,4,1,3,4,4,4,5,5,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,1,2,2,NA,NA,NA,1,2,1,1,2,MIDWEST,46-64,0.9999169199972376
R_vqtVe1W1cjv9C8x,3,1,5,6,4,3,4,2,3,4,3,4,5,4,4,5,5,5,2,3,5,4,3,4,4,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,2,2,NA,NA,NA,4,4,1,1,3,MIDWEST,46-64,1.125282271409802
R_3PZfa8cR1gZ66QD,2,1,5,5,3,2,4,1,4,3,3,2,3,3,3,4,4,3,3,3,4,4,4,3,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,1,2,2,NA,NA,NA,4,4,5,NA,NA,WEST,65+,0.8729060154708477
R_2WOv2FTtoPLXaHP,3,1,5,4,4,3,5,2,4,1,2,2,4,5,4,4,4,2,2,4,4,4,2,4,4,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,1,2,2,NA,NA,NA,4,4,5,NA,NA,WEST,65+,0.7789522385113004
R_ykxD1ig6sMVfKj7,2,2,5,4,1,1,3,3,3,4,4,3,4,5,5,5,5,5,2,4,5,5,3,5,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,5,2,2,NA,NA,NA,NA,3,8,NA,NA,NORTHEAST,18-30,0.69768809636287
R_OBVIyjkUDpia4ox,1,1,3,5,2,3,5,1,5,5,2,2,5,5,1,5,5,5,1,4,5,5,2,5,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,4,1,2,2,NA,NA,NA,5,5,1,1,3,NORTHEAST,31-45,2.9876178931392383
R_ahgyd1Uvf4Thdrb,2,1,5,4,3,2,3,1,3,4,3,1,3,4,3,5,5,3,3,3,2,3,5,4,4,3,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,1,2,2,NA,NA,NA,1,2,5,NA,NA,SOUTH,65+,1.2652478074058267
R_aid4qXSFLZDumNr,3,1,5,6,3,3,5,2,3,5,4,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,2,1,2,2,NA,NA,NA,1,4,5,NA,NA,NORTHEAST,65+,0.8005364611669772
R_1pRJItEAnsAMXfc,2,1,5,2,4,2,4,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,2,2,NA,NA,NA,1,2,5,NA,NA,SOUTH,65+,1.1290649787980505
R_1LOO0ok7tzKRPhw,2,2,5,4,3,2,4,2,4,4,3,4,4,4,4,5,5,3,5,3,3,4,4,3,5,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,NA,NA,NA,4,4,2,1,1,SOUTH,46-64,1.3920999141511539
R_55OPMRIywiETXcl,2,1,5,8,4,3,5,1,5,5,1,5,5,5,5,5,5,5,1,4,5,5,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,NA,NA,NA,3,3,5,NA,NA,SOUTH,65+,1.1290649787980505
R_riM6EhEa05stMyZ,1,1,5,8,3,3,2,2,4,5,4,3,4,5,4,5,5,5,4,3,3,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,1,2,2,NA,NA,NA,3,4,5,NA,NA,MIDWEST,65+,0.9088016440155631
R_2TTUDWh12FPEAn3,3,2,5,2,2,2,2,3,3,4,4,2,2,4,3,4,4,4,3,2,4,2,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,3,2,4,1,3,2,NA,NA,NA,3,3,5,NA,NA,MIDWEST,65+,0.6257480360864494
R_VU50d8vHniJzn1v,2,2,5,6,3,3,2,3,2,3,3,2,3,3,4,4,4,3,3,2,3,3,3,4,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,1,2,NA,NA,NA,4,3,5,NA,NA,MIDWEST,65+,0.7206342312712849
R_1eyEtWp2aKM3sn1,2,1,5,6,4,3,3,4,3,1,2,1,2,3,5,4,5,4,4,3,2,4,4,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,1,2,2,NA,NA,NA,3,4,5,NA,NA,NORTHEAST,65+,0.7143720599743731
R_2ya8QOySm8joj2b,2,2,5,4,1,2,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,2,4,3,1,2,NA,NA,NA,1,5,5,NA,NA,SOUTH,65+,1.4020836462096065
R_2XmU2FP8XUSqeEE,2,2,4,7,4,2,4,4,4,2,4,1,1,5,5,5,5,4,5,4,1,4,4,5,5,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,2,2,1,2,2,NA,NA,NA,2,5,3,NA,NA,WEST,46-64,0.9365469413864991
R_oXd25oslnUDGdsl,2,1,5,8,4,3,4,5,4,1,3,4,5,5,3,5,5,4,2,5,5,5,4,5,4,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,2,2,NA,NA,NA,4,4,5,NA,NA,MIDWEST,65+,0.8109843011985918
R_2VaqlT9eJoICR3Y,1,2,5,8,4,2,4,1,3,4,4,2,4,5,2,5,4,1,2,4,4,4,4,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,5,NA,5,2,5,1,2,2,NA,NA,NA,3,1,5,NA,NA,SOUTH,65+,0.8952920347462853
R_1k0k2e1OGC1FAZM,1,2,1,2,2,2,5,4,5,5,5,5,5,5,5,5,5,5,3,3,2,4,4,4,4,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,3,2,NA,NA,NA,2,1,1,3,3,NORTHEAST,18-30,0.6026395007328458
R_1n8WZop7iTLw3v4,2,1,5,8,4,3,4,4,4,3,4,3,4,5,4,5,5,5,2,3,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,3,1,2,2,NA,NA,NA,5,4,1,2,3,SOUTH,46-64,1.5666355095078583
R_3kG8aZY42qaKD4q,1,1,5,5,4,1,5,1,4,3,3,4,4,3,5,5,5,5,4,3,3,5,5,4,4,4,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,2,NA,2,2,3,1,2,2,NA,NA,NA,3,3,5,NA,NA,WEST,65+,0.7789522385113004
R_2zGE8OZXsUGRTOO,2,2,5,5,3,2,3,3,3,3,2,3,4,4,4,5,5,3,4,3,4,4,3,4,5,4,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,2,4,NA,NA,NA,NA,NA,3,NA,NA,3,2,3,3,2,2,NA,NA,NA,2,3,5,NA,NA,SOUTH,65+,1.0032782038430852
R_1H5D8DZ9PaV3HZA,2,2,5,7,2,1,3,1,4,5,2,2,4,4,3,5,4,4,1,1,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,1,2,NA,NA,NA,1,1,5,NA,NA,SOUTH,65+,0.8711761646343633
R_2PAr5SnZhuSnvoy,2,2,5,2,2,3,4,1,4,5,2,3,5,5,4,5,5,5,2,4,4,5,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,1,2,NA,NA,NA,1,3,5,NA,NA,NORTHEAST,65+,0.5512029183589965
R_3fVI3DEg1YeGA5g,2,2,2,6,3,3,5,4,4,4,5,4,4,5,5,4,5,4,5,4,5,4,5,5,4,4,NA,1,NA,NA,1,NA,1,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,1,1,3,1,2,2,7,NA,NA,SOUTH,31-45,1.8712254088474294
R_1mhpEKZkIQl0b9d,2,2,5,6,1,1,3,1,3,3,4,4,4,3,3,5,5,5,5,4,4,5,4,5,2,4,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,3,2,2,NA,2,2,NA,NA,2,NA,NA,NA,NA,1,2,1,5,1,2,NA,NA,NA,2,2,4,NA,NA,MIDWEST,46-64,1.3973862441405913
R_2YzU11w9BB2jvGp,2,2,5,6,3,3,3,2,3,3,2,3,4,3,3,4,4,4,3,3,4,4,4,4,4,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,3,2,NA,NA,NA,2,3,7,NA,NA,NORTHEAST,46-64,0.8807972101136126
R_3Dbjz3qvOUH9vUT,3,2,5,2,3,2,3,3,3,3,3,3,3,3,4,3,4,5,4,3,3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,1,2,2,NA,NA,NA,NA,3,7,NA,NA,SOUTH,46-64,1.3920999141511539
R_A4ff90WS4jy2ZfH,3,2,5,4,3,3,3,4,4,4,3,3,4,4,4,4,5,4,3,3,4,4,4,3,5,4,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,1,2,NA,NA,NA,2,3,2,2,1,SOUTH,65+,1.0032782038430852
R_3vMZcp7CA7iF41H,2,1,5,5,3,2,4,1,3,2,5,2,4,5,3,5,5,4,2,5,4,5,4,5,5,5,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,1,1,1,1,NA,1,2,2,NA,NA,2,4,NA,NA,3,2,2,4,NA,2,2,2,3,1,2,NA,NA,NA,5,5,5,NA,NA,NORTHEAST,46-64,1.110785358035862
R_AgibAWxztbhj22l,2,1,5,9,4,3,4,1,3,4,2,1,4,5,4,5,5,4,1,4,4,4,3,3,1,3,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,2,2,NA,NA,NA,3,2,5,NA,NA,NORTHEAST,65+,0.7143720599743731
R_1CxbE1jzKBzejdW,2,2,5,5,1,3,3,1,2,5,1,2,5,5,3,5,5,4,1,3,5,5,4,5,4,5,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,1,2,NA,NA,NA,2,2,2,3,1,WEST,65+,0.9673103101273385
R_ctNMv70pOau0MW5,3,2,5,4,2,3,3,3,4,4,2,3,5,4,5,5,5,4,1,3,4,5,4,4,5,5,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,1,2,2,NA,NA,NA,2,3,5,NA,NA,SOUTH,65+,0.8711761646343633
R_D139l3BDM5T2B6F,2,2,5,2,1,2,4,4,4,4,2,2,4,5,4,5,5,5,2,4,4,4,4,5,4,4,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,3,2,3,3,1,2,NA,NA,NA,3,3,5,NA,NA,NORTHEAST,65+,0.8871140292256724
